Date,MinTemp,MaxTemp,Rainfall,Sunshine,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
2017-10-10,0.5,20,0,11.5,9,22,1024.2,1,18.8,No,No
2017-10-11,4.6,22,0,11,19,25,1024.9,2,21.4,No,No
2017-10-12,8.2,22.4,0,11.2,17,30,1023.8,3,20.6,No,No
2017-10-13,4.5,23.9,0,11.7,11,27,1021.5,4,22.3,No,No
2017-10-14,6.7,26.1,0,7.5,33,47,1016,7,23.2,No,Yes
2017-10-15,11.9,21.1,13.2,NA,24,61,1016.7,3,19.4,Yes,No
2017-10-16,9.2,19.6,0.6,10.4,7,42,1019.7,4,18.4,No,No
2017-10-17,4.4,21,0,12.2,9,30,1022.3,1,19.2,No,No
2017-10-18,5,24.1,0,12,26,34,1020.7,1,21.9,No,No
2017-10-19,6.7,24.7,0,8.6,20,31,1022.2,7,23.7,No,No
2017-10-20,8.3,28.5,0,9.8,26,30,1019.8,6,27.4,No,No
2017-10-21,11.3,27.4,0.2,12.1,31,20,1017.5,1,26.3,No,No
2017-10-22,9,20.6,0,6.2,11,28,1018.6,5,18.5,No,No
2017-10-23,3.4,15,0.8,11.7,37,24,1023.1,5,14.3,No,No
2017-10-24,3.2,18,0,12.2,15,25,1022.8,2,16.3,No,No
2017-10-25,0.9,20.7,0,8.4,17,29,1018.4,8,19.1,No,No
2017-10-26,3.3,25.5,0,10.8,19,16,1014.6,3,24.8,No,No
2017-10-27,7.9,26.1,0,3.5,19,20,1014.2,8,25.9,No,No
2017-10-28,9,30.7,0,12.1,50,15,1010.8,3,30,No,No
2017-10-29,7.1,28.4,0,12.7,19,22,1016.9,1,28.2,No,No
2017-10-30,12.5,19.9,0,5.3,9,47,1022.8,2,18.3,No,No
2017-10-31,12.5,26.9,0,7.1,28,39,1016.2,7,25.9,No,No
2017-11-01,12.3,30.2,0,12.6,35,13,1009.2,1,28.6,No,No
