height,weight,label
193,82,normal
194,44,thin
200,61,thin
165,96,fat
186,72,normal
187,98,fat
168,99,fat
166,87,fat
191,40,thin
181,98,fat
150,49,normal
193,80,normal
158,66,fat
191,87,normal
181,82,fat
188,76,normal
168,97,fat
173,64,normal
172,70,normal
179,97,fat
174,43,thin
164,62,normal
168,96,fat
188,43,thin
179,73,normal
199,54,thin
174,61,normal
179,85,fat
165,62,normal
166,93,fat
150,97,fat
178,74,normal
199,80,normal
178,64,normal
166,51,normal
176,54,thin
197,65,thin
190,65,thin
158,81,fat
187,65,normal
196,73,normal
198,45,thin
156,42,thin
154,84,fat
178,35,thin
180,43,thin
198,67,thin
198,99,fat
173,75,fat
163,56,normal
199,56,thin
188,40,thin
186,52,thin
163,64,fat
153,65,fat
184,77,normal
191,88,fat
193,50,thin
157,49,normal
177,79,fat
180,97,fat
151,87,fat
190,42,thin
170,52,thin
176,79,fat
182,94,fat
190,75,normal
171,85,fat
175,85,fat
179,100,fat
185,45,thin
164,40,thin
198,78,normal
168,46,thin
185,89,fat
198,62,thin
192,71,normal
186,66,normal
176,86,fat
173,81,fat
194,36,thin
156,41,thin
177,66,normal
181,71,normal
189,72,normal
175,59,normal
167,89,fat
151,39,thin
187,64,thin
185,99,fat
189,75,normal
171,57,normal
175,36,thin
194,37,thin
157,96,fat
178,90,fat
153,86,fat
186,59,thin
192,54,thin
196,76,normal
154,37,thin
157,97,fat
199,38,thin
176,71,normal
183,40,thin
174,66,normal
185,60,thin
173,88,fat
152,69,fat
195,98,fat
192,82,normal
172,75,fat
187,40,thin
151,86,fat
165,61,normal
174,81,fat
187,63,thin
161,48,normal
174,73,fat
176,53,thin
175,88,fat
176,69,normal
166,48,thin
180,68,normal
164,68,fat
166,53,normal
170,42,thin
154,92,fat
190,55,thin
177,90,fat
151,93,fat
191,75,normal
164,44,thin
173,100,fat
196,95,fat
188,53,thin
152,100,fat
153,62,fat
188,97,fat
191,36,thin
179,73,normal
189,99,fat
166,57,normal
154,85,fat
163,40,thin
178,61,normal
179,56,thin
190,36,thin
183,65,normal
178,43,thin
165,35,thin
160,47,thin
165,100,fat
180,93,fat
160,94,fat
168,47,thin
192,62,thin
186,98,fat
158,87,fat
181,76,normal
193,37,thin
185,58,thin
196,58,thin
176,69,normal
159,55,normal
174,99,fat
176,97,fat
165,88,fat
163,79,fat
169,73,fat
186,88,fat
161,75,fat
151,79,fat
189,90,fat
166,42,thin
166,80,fat
189,56,thin
186,72,normal
194,64,thin
176,72,normal
170,38,thin
185,66,normal
166,37,thin
184,78,normal
177,57,thin
197,53,thin
158,54,normal
187,74,normal
172,58,normal
195,77,normal
189,85,normal
186,84,fat
180,99,fat
178,89,fat
197,37,thin
182,97,fat
170,85,fat
175,83,fat
153,58,fat
152,95,fat
195,91,normal
188,63,thin
200,80,normal
167,56,normal
152,36,thin
172,69,normal
162,99,fat
174,70,normal
160,65,fat
153,46,normal
177,60,normal
198,65,thin
163,55,normal
185,35,thin
178,85,fat
151,41,thin
198,76,normal
191,59,thin
165,62,normal
163,47,thin
200,43,thin
166,66,normal
186,95,fat
155,89,fat
180,38,thin
178,90,fat
153,66,fat
196,41,thin
170,44,thin
198,43,thin
184,36,thin
197,66,thin
183,88,fat
155,51,normal
153,70,fat
187,36,thin
154,88,fat
165,61,normal
166,69,fat
192,98,fat
192,35,thin
156,70,fat
167,43,thin
195,81,normal
166,46,thin
193,89,normal
181,60,thin
168,59,normal
200,82,normal
195,47,thin
188,58,thin
200,93,normal
191,67,thin
157,95,fat
156,91,fat
177,47,thin
179,87,fat
154,84,fat
184,51,thin
172,86,fat
167,62,normal
186,77,normal
161,40,thin
188,44,thin
196,73,normal
157,42,thin
196,61,thin
154,79,fat
184,43,thin
153,68,fat
150,59,fat
150,57,fat
177,60,normal
199,48,thin
161,73,fat
159,88,fat
175,83,fat
151,41,thin
192,35,thin
150,49,normal
191,62,thin
181,61,normal
168,40,thin
191,46,thin
165,66,fat
175,99,fat
193,58,thin
158,81,fat
192,60,thin
199,75,normal
176,84,fat
180,84,fat
173,48,thin
194,58,thin
173,90,fat
165,41,thin
191,60,thin
192,51,thin
182,69,normal
173,78,fat
184,65,normal
185,44,thin
184,62,thin
196,37,thin
160,58,normal
152,91,fat
158,86,fat
172,84,fat
195,74,normal
160,97,fat
174,63,normal
196,91,normal
162,46,thin
190,68,normal
191,51,thin
153,81,fat
173,70,normal
171,55,normal
174,63,normal
176,50,thin
154,36,thin
150,58,fat
184,90,fat
183,94,fat
179,63,normal
163,78,fat
164,90,fat
190,80,normal
172,70,normal
164,51,normal
169,83,fat
186,38,thin
167,37,thin
153,73,fat
150,66,fat
185,93,fat
166,60,normal
191,35,thin
176,92,fat
170,67,normal
165,58,normal
159,50,normal
168,61,normal
163,80,fat
153,92,fat
170,50,thin
166,65,normal
162,74,fat
155,74,fat
184,48,thin
170,96,fat
154,87,fat
195,74,normal
185,69,normal
200,49,thin
173,64,normal
168,45,thin
171,96,fat
171,62,normal
160,55,normal
185,52,thin
162,79,fat
156,64,fat
155,55,normal
191,47,thin
194,48,thin
165,92,fat
169,66,normal
198,89,normal
187,62,thin
181,70,normal
184,95,fat
184,100,fat
192,61,thin
169,76,fat
162,61,normal
180,87,fat
180,75,normal
171,76,fat
159,63,fat
193,71,normal
175,79,fat
163,88,fat
165,62,normal
183,69,normal
186,46,thin
167,80,fat
158,53,normal
160,61,normal
164,44,thin
184,73,normal
173,38,thin
169,90,fat
189,64,thin
182,71,normal
159,56,normal
153,54,normal
163,43,thin
161,75,fat
194,94,fat
160,73,fat
170,53,thin
173,74,fat
168,97,fat
185,56,thin
151,38,thin
167,37,thin
193,78,normal
151,48,normal
164,98,fat
187,83,normal
165,72,fat
151,92,fat
156,45,thin
168,84,fat
180,95,fat
194,45,thin
172,35,thin
156,60,fat
190,88,fat
190,89,fat
155,53,normal
165,67,fat
190,64,thin
159,60,normal
172,50,thin
184,66,normal
163,40,thin
166,53,normal
168,90,fat
178,96,fat
188,47,thin
177,54,thin
189,90,fat
184,52,thin
174,39,thin
186,48,thin
190,44,thin
163,91,fat
179,80,fat
157,91,fat
195,56,thin
196,36,thin
169,100,fat
167,64,normal
194,51,thin
165,75,fat
153,46,normal
167,87,fat
156,78,fat
177,74,normal
157,38,thin
164,97,fat
182,59,thin
183,91,fat
159,90,fat
164,59,normal
155,74,fat
152,88,fat
175,67,normal
193,65,thin
151,80,fat
167,39,thin
183,79,normal
150,53,normal
166,88,fat
159,40,thin
152,82,fat
166,48,thin
193,68,thin
159,77,fat
194,88,normal
179,83,fat
178,44,thin
176,37,thin
164,61,normal
162,93,fat
174,37,thin
190,62,thin
159,52,normal
176,79,fat
186,55,thin
195,89,normal
198,94,normal
182,38,thin
174,53,thin
163,99,fat
197,53,thin
191,55,thin
150,66,fat
155,36,thin
169,93,fat
179,75,normal
194,63,thin
191,49,thin
179,89,fat
187,59,thin
152,60,fat
181,40,thin
167,54,normal
173,46,thin
166,98,fat
158,64,fat
165,54,normal
170,57,normal
173,68,normal
170,75,fat
168,66,normal
166,53,normal
176,43,thin
193,47,thin
175,76,fat
163,85,fat
198,46,thin
188,52,thin
177,44,thin
165,79,fat
193,94,fat
177,73,normal
157,90,fat
189,65,thin
183,39,thin
185,95,fat
156,91,fat
187,63,thin
154,60,fat
161,80,fat
188,77,normal
171,49,thin
150,43,normal
158,71,fat
170,95,fat
194,54,thin
171,85,fat
169,55,normal
150,91,fat
179,94,fat
172,59,normal
152,70,fat
193,54,thin
195,42,thin
152,78,fat
168,87,fat
168,84,fat
181,95,fat
178,58,thin
168,89,fat
153,39,thin
185,85,fat
159,42,thin
169,77,fat
190,66,thin
196,68,thin
197,55,thin
161,82,fat
197,100,fat
155,57,normal
157,89,fat
183,96,fat
167,43,thin
184,42,thin
179,39,thin
174,69,normal
167,69,fat
197,84,normal
161,69,fat
164,67,fat
160,61,normal
187,83,normal
156,38,thin
163,77,fat
154,68,fat
174,85,fat
164,97,fat
160,81,fat
161,82,fat
167,94,fat
155,78,fat
187,63,thin
175,73,normal
169,47,thin
159,57,normal
176,79,fat
157,78,fat
196,69,thin
192,50,thin
190,66,thin
160,71,fat
199,51,thin
188,92,fat
183,67,normal
177,99,fat
176,74,normal
173,68,normal
175,76,fat
176,57,thin
183,97,fat
198,72,thin
153,89,fat
158,93,fat
172,76,fat
168,47,thin
184,41,thin
169,65,normal
186,45,thin
196,68,thin
190,86,normal
173,65,normal
169,77,fat
170,51,thin
166,85,fat
199,79,normal
157,47,normal
165,54,normal
177,48,thin
167,93,fat
190,41,thin
185,66,normal
184,88,fat
152,43,normal
178,38,thin
180,77,normal
164,69,fat
153,61,fat
172,83,fat
198,52,thin
166,80,fat
166,98,fat
185,55,thin
191,64,thin
195,71,normal
158,81,fat
162,62,normal
183,97,fat
150,50,normal
178,54,thin
162,95,fat
194,46,thin
189,52,thin
187,90,fat
162,60,normal
158,78,fat
184,94,fat
180,58,thin
170,85,fat
165,99,fat
191,50,thin
181,97,fat
195,59,thin
164,91,fat
166,82,fat
183,53,thin
168,63,normal
162,60,normal
161,60,normal
183,92,fat
186,94,fat
194,59,thin
193,86,normal
169,90,fat
156,41,thin
177,56,thin
183,89,fat
168,49,thin
196,38,thin
168,48,thin
155,86,fat
163,46,thin
165,56,normal
166,54,normal
186,60,thin
184,60,thin
169,74,fat
195,96,fat
187,85,fat
189,52,thin
163,51,normal
157,64,fat
162,51,normal
192,75,normal
190,74,normal
186,98,fat
192,35,thin
150,82,fat
196,89,normal
177,88,fat
166,65,normal
160,48,normal
186,63,thin
176,48,thin
151,90,fat
164,91,fat
194,53,thin
198,89,normal
163,87,fat
187,83,normal
175,56,thin
196,66,thin
184,67,normal
157,52,normal
169,36,thin
158,76,fat
178,52,thin
176,46,thin
165,65,normal
162,53,normal
152,43,normal
180,92,fat
151,44,normal
163,42,thin
162,100,fat
188,49,thin
192,56,thin
160,54,normal
159,40,thin
167,40,thin
192,60,thin
197,52,thin
196,55,thin
150,58,fat
195,69,thin
185,59,thin
175,43,thin
171,75,fat
170,57,normal
186,91,fat
177,68,normal
163,49,thin
190,88,fat
164,73,fat
176,80,fat
156,43,thin
150,77,fat
183,72,normal
191,58,thin
177,51,thin
181,84,fat
173,52,thin
188,59,thin
156,47,normal
176,42,thin
164,37,thin
155,40,thin
175,58,normal
161,71,fat
176,43,thin
188,83,normal
157,72,fat
160,79,fat
182,74,normal
183,51,thin
188,59,thin
180,45,thin
170,61,normal
192,46,thin
159,79,fat
184,65,normal
152,68,fat
183,78,normal
153,68,fat
169,38,thin
168,64,normal
165,58,normal
155,40,thin
180,59,thin
155,63,fat
172,92,fat
187,66,normal
157,61,fat
158,84,fat
174,52,thin
161,62,normal
185,40,thin
153,41,thin
198,51,thin
161,73,fat
165,62,normal
181,95,fat
180,42,thin
172,41,thin
162,100,fat
198,85,normal
172,92,fat
153,57,fat
178,76,normal
164,60,normal
181,42,thin
162,55,normal
161,61,normal
192,97,fat
199,51,thin
164,77,fat
151,35,thin
184,59,thin
189,95,fat
200,77,normal
152,53,normal
192,55,thin
190,62,thin
177,46,thin
170,73,fat
182,55,thin
160,89,fat
166,62,normal
154,96,fat
185,48,thin
199,52,thin
191,62,thin
198,51,thin
164,74,fat
191,89,fat
193,100,fat
160,59,normal
164,87,fat
169,76,fat
158,43,thin
153,56,normal
200,100,fat
157,72,fat
184,53,thin
190,97,fat
196,91,normal
179,60,normal
152,37,thin
154,74,fat
162,78,fat
165,91,fat
183,84,fat
169,77,fat
162,65,fat
164,100,fat
165,44,thin
158,39,thin
178,77,fat
196,51,thin
167,67,fat
174,92,fat
151,68,fat
175,35,thin
193,44,thin
196,85,normal
179,65,normal
191,64,thin
195,44,thin
157,37,thin
200,97,fat
155,55,normal
189,40,thin
161,94,fat
188,61,thin
178,57,thin
167,82,fat
193,74,normal
171,35,thin
164,90,fat
152,68,fat
190,35,thin
153,85,fat
172,54,thin
199,56,thin
167,65,normal
198,91,normal
187,48,thin
193,45,thin
156,57,normal
181,41,thin
151,94,fat
161,46,thin
187,57,thin
181,76,normal
200,40,thin
184,73,normal
175,58,normal
172,100,fat
176,75,fat
185,53,thin
179,80,fat
180,72,normal
168,41,thin
150,50,normal
194,54,thin
189,40,thin
192,75,normal
194,92,fat
184,97,fat
167,85,fat
190,50,thin
181,90,fat
151,98,fat
150,62,fat
175,80,fat
162,47,thin
181,51,thin
175,75,fat
188,98,fat
170,98,fat
174,57,normal
154,42,thin
192,43,thin
200,55,thin
189,51,thin
178,51,thin
175,49,thin
162,100,fat
191,85,normal
197,74,normal
168,60,normal
162,99,fat
193,77,normal
172,54,thin
176,97,fat
162,99,fat
169,42,thin
153,72,fat
190,53,thin
163,93,fat
174,74,fat
152,72,fat
198,53,thin
180,50,thin
182,74,normal
187,94,fat
181,45,thin
173,79,fat
200,82,normal
192,74,normal
170,64,normal
165,57,normal
196,65,thin
156,72,fat
194,56,thin
182,38,thin
178,52,thin
161,60,normal
152,54,normal
180,84,fat
168,85,fat
188,48,thin
190,67,normal
182,66,normal
151,94,fat
185,63,thin
174,89,fat
171,86,fat
158,36,thin
196,47,thin
187,99,fat
180,74,normal
161,79,fat
197,94,fat
194,55,thin
157,64,fat
194,78,normal
170,86,fat
171,48,thin
180,54,thin
179,41,thin
151,70,fat
154,95,fat
180,36,thin
160,42,thin
158,98,fat
182,61,thin
150,44,normal
157,75,fat
189,53,thin
155,71,fat
200,46,thin
194,43,thin
167,41,thin
193,86,normal
168,70,fat
152,84,fat
151,54,normal
199,44,thin
156,83,fat
151,96,fat
160,36,thin
177,53,thin
193,84,normal
191,36,thin
153,72,fat
195,78,normal
161,97,fat
154,48,normal
155,60,fat
160,71,fat
152,83,fat
195,48,thin
185,98,fat
183,100,fat
150,50,normal
169,55,normal
153,73,fat
164,94,fat
199,79,normal
179,61,normal
164,78,fat
171,54,thin
157,97,fat
194,61,thin
153,43,thin
192,100,fat
198,43,thin
173,81,fat
182,35,thin
160,78,fat
182,92,fat
192,66,thin
166,50,thin
184,98,fat
195,59,thin
194,75,normal
170,76,fat
150,75,fat
173,60,normal
162,81,fat
186,65,normal
180,39,thin
161,52,normal
188,92,fat
171,80,fat
170,88,fat
184,82,fat
200,55,thin
183,89,fat
160,65,fat
200,95,normal
195,99,fat
196,44,thin
162,76,fat
189,42,thin
182,46,thin
155,73,fat
165,59,normal
155,85,fat
155,62,fat
171,57,normal
150,89,fat
153,98,fat
165,37,thin
177,56,thin
181,71,normal
161,81,fat
174,91,fat
156,50,normal
163,98,fat
191,71,normal
164,86,fat
171,89,fat
170,88,fat
161,80,fat
192,69,normal
178,82,fat
155,91,fat
197,86,normal
173,54,thin
151,71,fat
162,78,fat
195,63,thin
153,68,fat
172,62,normal
161,86,fat
161,46,thin
196,54,thin
163,59,normal
200,38,thin
198,55,thin
186,38,thin
166,44,thin
170,57,normal
161,80,fat
162,100,fat
154,82,fat
157,87,fat
193,68,thin
169,80,fat
154,62,fat
175,92,fat
155,56,normal
161,87,fat
187,76,normal
159,89,fat
198,46,thin
166,49,thin
195,95,fat
169,38,thin
192,64,thin
151,35,thin
172,63,normal
173,66,normal
151,91,fat
181,99,fat
165,45,thin
171,76,fat
155,69,fat
189,61,thin
199,82,normal
155,77,fat
189,71,normal
193,76,normal
154,73,fat
158,65,fat
164,73,fat
197,83,normal
164,63,normal
180,54,thin
166,86,fat
184,78,normal
169,51,thin
163,73,fat
173,74,fat
156,76,fat
155,64,fat
199,48,thin
172,54,thin
168,79,fat
152,85,fat
166,64,normal
156,93,fat
194,61,thin
180,97,fat
170,44,thin
169,63,normal
173,41,thin
150,62,fat
190,93,fat
170,93,fat
150,39,thin
194,84,normal
159,58,normal
197,63,thin
156,73,fat
184,100,fat
173,37,thin
165,53,normal
192,100,fat
190,52,thin
170,45,thin
179,84,fat
190,100,fat
194,50,thin
156,97,fat
155,42,thin
188,57,thin
194,76,normal
192,42,thin
174,45,thin
170,48,thin
157,58,normal
172,76,fat
157,59,normal
200,59,thin
188,71,normal
169,53,normal
183,94,fat
184,39,thin
177,65,normal
179,94,fat
166,88,fat
177,91,fat
186,84,fat
156,81,fat
154,96,fat
173,55,thin
156,73,fat
176,39,thin
188,75,normal
161,61,normal
181,65,normal
176,49,thin
158,89,fat
199,74,normal
176,44,thin
189,42,thin
187,46,thin
172,38,thin
189,59,thin
199,85,normal
177,100,fat
195,75,normal
179,75,normal
170,42,thin
155,88,fat
184,40,thin
150,93,fat
169,80,fat
164,75,fat
161,74,fat
198,96,fat
186,90,fat
162,35,thin
195,90,normal
200,84,normal
169,56,normal
191,65,thin
192,78,normal
169,81,fat
188,47,thin
180,56,thin
187,63,thin
153,70,fat
166,76,fat
160,92,fat
157,94,fat
169,87,fat
172,57,normal
162,91,fat
175,90,fat
157,90,fat
191,86,normal
192,92,fat
185,51,thin
152,54,normal
193,37,thin
199,40,thin
195,92,fat
171,84,fat
151,75,fat
195,59,thin
164,77,fat
192,61,thin
168,99,fat
160,85,fat
167,58,normal
158,77,fat
186,73,normal
193,69,normal
171,73,fat
166,39,thin
189,37,thin
172,61,normal
168,62,normal
158,94,fat
196,86,normal
199,95,normal
188,42,thin
193,88,normal
193,39,thin
199,70,thin
153,70,fat
186,46,thin
172,99,fat
200,39,thin
154,48,normal
193,77,normal
163,42,thin
172,80,fat
165,42,thin
193,61,thin
160,51,normal
157,59,normal
163,95,fat
189,70,normal
157,54,normal
166,42,thin
189,77,normal
191,78,normal
194,41,thin
167,53,normal
188,60,thin
192,93,fat
153,48,normal
152,81,fat
179,75,normal
172,72,fat
185,97,fat
169,72,fat
168,99,fat
159,53,normal
183,83,fat
199,87,normal
194,50,thin
157,77,fat
167,98,fat
194,66,thin
158,59,normal
150,58,fat
174,39,thin
174,74,fat
174,69,normal
197,42,thin
184,57,thin
184,88,fat
177,83,fat
199,84,normal
175,94,fat
156,94,fat
178,43,thin
180,46,thin
153,54,normal
174,66,normal
196,90,normal
168,60,normal
184,80,normal
195,47,thin
198,46,thin
179,73,normal
182,37,thin
171,67,normal
182,96,fat
173,61,normal
181,64,normal
179,79,fat
170,43,thin
171,66,normal
153,77,fat
191,35,thin
190,56,thin
185,51,thin
173,93,fat
190,84,normal
179,88,fat
152,55,normal
196,61,thin
169,36,thin
181,37,thin
194,91,fat
154,43,thin
174,95,fat
155,82,fat
194,65,thin
183,97,fat
183,94,fat
176,57,thin
197,40,thin
178,98,fat
161,65,fat
199,75,normal
173,42,thin
184,41,thin
192,40,thin
162,48,thin
159,35,thin
183,82,fat
169,78,fat
179,84,fat
151,44,normal
189,74,normal
156,39,thin
181,91,fat
186,47,thin
193,78,normal
157,60,fat
192,94,fat
151,65,fat
163,93,fat
161,92,fat
181,99,fat
155,63,fat
192,89,fat
158,86,fat
184,63,normal
175,74,fat
194,90,normal
154,49,normal
152,77,fat
152,85,fat
183,55,thin
194,87,normal
197,38,thin
199,36,thin
157,60,fat
198,46,thin
190,87,fat
175,96,fat
179,58,thin
184,61,thin
156,54,normal
163,82,fat
177,39,thin
199,55,thin
170,82,fat
169,86,fat
167,91,fat
166,81,fat
195,83,normal
185,66,normal
165,80,fat
177,84,fat
172,92,fat
151,43,normal
156,47,normal
181,81,fat
153,67,fat
179,82,fat
171,99,fat
172,94,fat
182,96,fat
156,52,normal
183,65,normal
160,92,fat
165,78,fat
166,90,fat
152,73,fat
155,57,normal
164,85,fat
178,47,thin
190,91,fat
193,79,normal
153,91,fat
195,71,normal
160,47,thin
158,73,fat
164,42,thin
169,54,normal
169,36,thin
168,82,fat
184,55,thin
172,71,normal
166,79,fat
189,56,thin
194,58,thin
193,93,fat
195,97,fat
175,45,thin
154,65,fat
154,60,fat
167,71,fat
178,73,normal
174,65,normal
194,80,normal
177,51,thin
167,86,fat
187,81,normal
192,44,thin
170,70,fat
173,79,fat
153,35,thin
161,98,fat
183,91,fat
163,87,fat
169,36,thin
199,42,thin
150,99,fat
162,91,fat
174,80,fat
150,41,thin
168,71,fat
174,67,normal
159,82,fat
185,54,thin
186,70,normal
198,57,thin
190,51,thin
150,36,thin
153,68,fat
163,76,fat
152,55,normal
179,86,fat
181,62,normal
164,92,fat
183,74,normal
158,55,normal
163,97,fat
155,93,fat
180,62,normal
168,59,normal
160,85,fat
164,93,fat
157,90,fat
193,74,normal
188,90,fat
159,44,thin
178,86,fat
164,64,normal
194,76,normal
193,90,fat
184,43,thin
190,39,thin
180,89,fat
175,52,thin
171,42,thin
176,67,normal
193,72,normal
183,68,normal
196,62,thin
192,56,thin
192,55,thin
180,97,fat
197,49,thin
157,48,normal
177,54,thin
154,68,fat
197,46,thin
151,35,thin
197,39,thin
172,56,normal
166,88,fat
175,92,fat
151,40,thin
184,59,thin
170,87,fat
184,55,thin
193,83,normal
192,38,thin
152,40,thin
174,69,normal
193,49,thin
200,45,thin
172,72,fat
169,91,fat
188,55,thin
161,43,thin
181,44,thin
161,49,normal
197,91,normal
150,55,fat
173,64,normal
165,75,fat
150,76,fat
155,63,fat
150,54,fat
188,88,fat
179,54,thin
175,81,fat
169,68,normal
174,41,thin
171,83,fat
158,84,fat
191,82,normal
188,56,thin
190,60,thin
170,56,normal
181,73,normal
182,38,thin
166,76,fat
159,79,fat
160,77,fat
165,44,thin
152,81,fat
167,38,thin
162,64,fat
158,39,thin
171,84,fat
200,93,normal
178,58,thin
186,52,thin
166,98,fat
188,35,thin
151,64,fat
151,39,thin
183,89,fat
180,40,thin
197,46,thin
192,70,normal
183,88,fat
176,81,fat
160,88,fat
176,92,fat
160,97,fat
193,40,thin
199,42,thin
184,100,fat
171,85,fat
161,45,thin
179,88,fat
163,100,fat
183,52,thin
183,48,thin
170,48,thin
190,91,fat
198,75,normal
161,44,thin
164,55,normal
160,49,normal
174,86,fat
156,87,fat
198,82,normal
174,69,normal
189,95,fat
167,49,thin
150,70,fat
187,97,fat
183,48,thin
163,51,normal
197,94,fat
183,61,thin
191,77,normal
150,82,fat
193,40,thin
178,48,thin
188,35,thin
175,77,fat
153,66,fat
174,78,fat
161,36,thin
166,73,fat
185,60,thin
156,61,fat
173,66,normal
163,94,fat
150,89,fat
170,57,normal
161,81,fat
165,100,fat
185,80,normal
167,43,thin
189,39,thin
154,53,normal
155,98,fat
150,74,fat
166,71,fat
194,94,fat
177,48,thin
186,96,fat
188,75,normal
167,98,fat
157,63,fat
192,85,normal
162,58,normal
182,70,normal
193,67,thin
185,90,fat
177,74,normal
197,42,thin
156,77,fat
150,58,fat
178,92,fat
196,70,thin
151,62,fat
200,84,normal
198,72,thin
183,59,thin
166,35,thin
194,84,normal
153,74,fat
151,84,fat
187,64,thin
161,48,normal
197,100,fat
189,85,normal
187,40,thin
179,67,normal
170,84,fat
197,77,normal
188,88,fat
189,63,thin
158,98,fat
199,96,fat
156,51,normal
160,59,normal
193,93,fat
152,61,fat
182,82,fat
158,75,fat
200,54,thin
166,65,normal
158,45,thin
179,83,fat
152,92,fat
188,51,thin
190,38,thin
172,81,fat
192,55,thin
177,52,thin
155,69,fat
197,64,thin
186,35,thin
186,92,fat
157,55,normal
177,96,fat
183,84,fat
200,89,normal
160,41,thin
162,65,fat
161,89,fat
195,43,thin
152,81,fat
162,55,normal
178,57,thin
184,35,thin
185,80,normal
192,65,thin
189,87,fat
200,62,thin
178,99,fat
169,88,fat
197,70,thin
194,93,fat
190,47,thin
183,85,fat
174,68,normal
184,45,thin
156,52,normal
198,98,fat
170,64,normal
154,36,thin
159,81,fat
170,77,fat
170,96,fat
200,82,normal
194,60,thin
169,59,normal
173,82,fat
181,98,fat
198,93,normal
182,93,fat
154,63,fat
167,85,fat
166,91,fat
151,70,fat
169,83,fat
163,99,fat
196,42,thin
181,67,normal
187,72,normal
195,50,thin
171,39,thin
157,88,fat
191,77,normal
154,35,thin
158,79,fat
194,49,thin
156,59,fat
182,77,normal
173,56,normal
177,72,normal
199,59,thin
175,47,thin
154,40,thin
197,36,thin
153,63,fat
162,89,fat
170,93,fat
161,98,fat
194,58,thin
170,88,fat
159,42,thin
200,63,thin
170,64,normal
167,62,normal
199,68,thin
163,65,fat
150,71,fat
164,37,thin
168,40,thin
156,81,fat
169,98,fat
189,38,thin
157,37,thin
189,56,thin
195,84,normal
175,52,thin
184,56,thin
152,41,thin
196,89,normal
155,62,fat
188,47,thin
199,43,thin
175,44,thin
191,82,normal
188,63,thin
168,37,thin
183,50,thin
163,43,thin
195,70,thin
155,86,fat
158,71,fat
176,93,fat
162,59,normal
159,69,fat
182,95,fat
154,93,fat
184,97,fat
159,69,fat
162,66,fat
170,55,normal
188,69,normal
165,90,fat
196,53,thin
189,99,fat
199,79,normal
172,89,fat
190,45,thin
172,84,fat
156,68,fat
170,68,normal
174,48,thin
162,81,fat
169,97,fat
158,87,fat
175,78,fat
163,68,fat
175,41,thin
200,93,normal
182,99,fat
174,59,normal
198,68,thin
198,55,thin
190,87,fat
187,76,normal
165,55,normal
182,100,fat
196,37,thin
159,53,normal
178,88,fat
153,100,fat
192,51,thin
155,51,normal
156,96,fat
196,91,normal
161,42,thin
196,100,fat
179,47,thin
158,82,fat
159,69,fat
186,46,thin
178,38,thin
190,100,fat
180,95,fat
184,77,normal
185,100,fat
199,68,thin
187,58,thin
151,96,fat
189,44,thin
171,62,normal
157,50,normal
151,65,fat
174,36,thin
180,54,thin
175,82,fat
157,82,fat
179,95,fat
170,80,fat
189,53,thin
195,62,thin
182,92,fat
166,91,fat
171,89,fat
189,95,fat
181,64,normal
182,77,normal
159,64,fat
179,52,thin
158,65,fat
199,82,normal
169,77,fat
188,62,thin
155,64,fat
161,46,thin
186,87,fat
186,75,normal
173,36,thin
164,43,thin
165,44,thin
161,76,fat
162,85,fat
193,39,thin
193,85,normal
167,60,normal
177,73,normal
177,51,thin
167,58,normal
157,63,fat
157,82,fat
157,76,fat
164,58,normal
177,72,normal
194,83,normal
158,75,fat
189,50,thin
152,49,normal
157,73,fat
170,67,normal
172,73,fat
151,39,thin
193,93,fat
170,81,fat
187,91,fat
176,69,normal
180,77,normal
187,72,normal
155,47,normal
200,66,thin
189,40,thin
200,41,thin
161,68,fat
151,68,fat
200,65,thin
174,86,fat
161,85,fat
188,87,fat
154,42,thin
182,71,normal
154,61,fat
166,69,fat
177,98,fat
185,81,normal
159,99,fat
162,100,fat
170,69,normal
200,76,normal
166,36,thin
167,82,fat
187,43,thin
171,64,normal
172,43,thin
200,79,normal
198,83,normal
170,87,fat
194,49,thin
175,95,fat
153,40,thin
187,76,normal
189,41,thin
178,37,thin
170,80,fat
176,35,thin
160,40,thin
163,77,fat
183,54,thin
193,83,normal
155,56,normal
178,98,fat
166,55,normal
162,68,fat
173,68,normal
178,90,fat
194,42,thin
188,100,fat
191,93,fat
200,64,thin
180,44,thin
157,69,fat
187,52,thin
161,71,fat
189,38,thin
169,48,thin
190,63,thin
160,38,thin
162,43,thin
169,79,fat
164,49,thin
160,87,fat
175,37,thin
154,86,fat
181,79,fat
156,59,fat
190,86,normal
175,79,fat
188,90,fat
199,91,normal
177,90,fat
187,38,thin
191,80,normal
189,96,fat
194,88,normal
152,93,fat
190,97,fat
153,87,fat
167,78,fat
158,49,normal
200,46,thin
196,78,normal
164,56,normal
193,88,normal
180,84,fat
150,62,fat
185,43,thin
183,62,normal
164,40,thin
167,65,normal
195,42,thin
169,74,fat
161,38,thin
174,55,thin
179,48,thin
178,79,fat
199,71,thin
152,96,fat
155,53,normal
198,46,thin
168,57,normal
189,49,thin
174,83,fat
189,58,thin
161,54,normal
150,97,fat
163,70,fat
167,95,fat
197,83,normal
161,99,fat
194,82,normal
159,56,normal
183,70,normal
188,62,thin
198,76,normal
200,93,normal
167,58,normal
200,94,normal
195,81,normal
164,66,fat
183,37,thin
183,47,thin
159,78,fat
195,82,normal
179,95,fat
